1,29,0,7.032783333333334,10.735,[2.5396954397839933, 0.7665698928312931, 2.231780595241199, 4.773187989315329, 1.0229579887331268, 3.735659624557171],
2,12,0,7.697516666666676,11.01,[4.273519350569314, 1.230834008073936, 2.0742345860626616, 4.60438912370076, 2.0266890423295827, 4.386318066929588],
3,20,0,8.199225000000002,11.155,[0.1055970765716785, 1.7353173044473635, 1.6937292547798166, 4.623948563985195, 2.4871712640113013, 1.1450414228845551],
4,33,0,8.55070833333333,11.3,[3.105376937988801, 2.886607501588671, 1.4610252351525648, 4.011007813135059, 2.487087204541641, 0.5857707243491395],
5,30,0,8.881250000000007,11.77,[1.871868766335859, 0.6826734080711078, 1.8238782539312055, 4.476450859155899, 2.466174619738561, 0.3956531572284627],
6,31,0,9.078983333333328,11.42,[0.15066641146749216, 3.8086555353857428, 1.777786521075606, 4.939645833344972, 2.734576215466147, 2.2078873365600673],
7,46,0,9.355633333333332,11.5,[4.471097395350638, 0.9362577903910385, 1.4477353674258076, 3.1584127569029077, 1.384384901458987, 1.619365578164453],
8,29,0,9.44099166666667,11.815,[4.05714300492607, 1.3036717873218029, 1.3792940281814121, 3.7297406477927537, 2.063295209825627, 1.2689275645366327],
9,35,0,9.651816666666681,11.7,[4.05714300492607, 0.8114917303215219, 1.8197935963571854, 4.011007813135059, 2.063295209825627, 1.2689275645366327],
10,34,0,9.740125000000006,11.76,[3.5087867926819216, 1.6139917260735341, 1.974290796255711, 4.476450859155899, 2.170698305261217, 3.9217827258051297],
11,33,0,9.772433333333339,11.76,[3.105376937988801, 0.9847831091435116, 1.3792940281814121, 4.048750762740025, 2.063295209825627, 1.2421741292199595],
12,24,0,9.895583333333342,11.935,[0.1530515172398289, 0.3425509449562725, 1.974290796255711, 4.939645833344972, 2.170698305261217, 2.2642153540690373],
13,43,0,9.947799999999999,11.92,[3.7336020088687114, 1.5940228123446891, 1.4321427405267313, 4.011007813135059, 2.002577597366763, 1.754660646249853],
14,30,0,9.932533333333343,11.81,[4.264253375976264, 1.1053692204587913, 2.1993357692075453, 4.690721079887838, 2.0266890423295827, 4.386318066929588],
15,40,0,9.995058333333333,12.04,[2.855086279257408, 1.3373917443545935, 1.852516323927288, 4.98374822386971, 2.0266890423295827, 4.386318066929588],
16,21,0,9.991716666666672,11.85,[4.600322645788349, 1.3036717873218029, 1.7994453833617818, 3.9857175015304853, 1.7847959326967073, 0.3956531572284627],
17,40,0,9.99226666666667,12.195,[0.1530515172398289, 1.4894798205178565, 2.1993357692075453, 4.60438912370076, 2.0590515015026583, 3.1521004797052345],
18,30,0,9.99793333333334,12.125,[3.750892201783968, 1.3036717873218029, 1.777786521075606, 4.07882896477192, 2.0266890423295827, 1.71591929038995],
19,41,0,10.004258333333327,11.75,[2.855086279257408, 1.3373917443545935, 1.6262177113380742, 4.60438912370076, 2.0266890423295827, 0.9049637410590927],
20,38,0,9.985774999999993,11.735,[3.1015778109070262, 0.6826734080711078, 1.7803853369273521, 4.60438912370076, 2.0590515015026583, 0.42719477535334005],
21,33,0,10.051891666666673,11.915,[3.037995947912115, 0.6826734080711078, 1.7994453833617818, 4.690491294319577, 1.669014533223832, 0.3956531572284627],
22,32,0,9.932158333333344,11.59,[0.7131657985011436, 1.7886355592800918, 1.852516323927288, 4.53502984639086, 2.002577597366763, 0.3956531572284627],
23,33,0,9.91046666666667,11.765,[1.8699991964270546, 1.4633499431791586, 1.4813676706093026, 3.3223445043609017, 1.384384901458987, 0.42783581316281016],
24,25,0,9.90120833333333,11.75,[4.2547966658256895, 0.9362577903910385, 1.9165982869742977, 4.939645833344972, 2.5064819430121634, 1.156165137931956],
25,30,0,9.898224999999993,11.37,[2.1328478269874878, 1.2966448030693285, 1.7202364224231954, 4.98374822386971, 2.0266890423295827, 1.0950260913919978],
26,60,0,9.837466666666668,12.345,[1.3702515133139892, 0.6826734080711078, 2.054361537315696, 4.783536753932041, 2.002577597366763, 0.3956531572284627],
27,33,0,9.995341666666661,11.99,[0.9265048915708712, 1.3036717873218029, 1.7202364224231954, 4.652825916021412, 2.063295209825627, 0.8441983063670144],
28,32,0,10.02746666666667,12.355,[4.600322645788349, 1.3373917443545935, 1.7202364224231954, 4.011007813135059, 2.0266890423295827, 4.619416516007256],
29,48,0,10.07911666666667,12.14,[4.138773366989724, 1.4504421714727949, 1.6175797200395547, 4.1285120617794435, 2.063295209825627, 0.08731991772250425],
30,47,0,10.07234166666667,12.225,[2.600314197491028, 1.3141782655017158, 1.9494084690889013, 4.89623023170766, 2.0266890423295827, 3.5954117929588776],
